polygon_id,zone_layer,source_band,zone_id,count,mean,sum,min,max,Scenario,percentage_of_sum,LST Zone
1,lst_classification_intervention_map.tif,Población con discapacidad,2,281,0.005618597,1.5788257,0.0,0.010115637,Intervención,22.554655075073242,Zona de transición
1,lst_classification_intervention_map.tif,Población con discapacidad,3,1431,0.0037883813,5.4211736,0.0,0.01522962,Intervención,77.44534301757812,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas particulares habitadas sin agua entubada,2,104,0.0,0.0,0.0,0.0,Base,,Zona de transición
1,lst_classification_twin_map.tif,Viviendas particulares habitadas sin agua entubada,3,1573,0.0,0.0,0.0,0.0,Base,,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas particulares habitadas sin agua entubada,4,35,0.0,0.0,0.0,0.0,Base,,Zona núcleo
1,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin agua entubada,2,281,0.0,0.0,0.0,0.0,Intervención,,Zona de transición
1,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin agua entubada,3,1431,0.0,0.0,0.0,0.0,Intervención,,Zona de impacto
1,lst_classification_twin_map.tif,Vivienda totales,2,104,0.022719048,2.362781,0.00034983433,0.061365057,Base,2.974714517593384,Zona de transición
1,lst_classification_twin_map.tif,Vivienda totales,3,1573,0.0475349,74.7724,0.0,0.11134669,Base,94.13760375976562,Zona de impacto
1,lst_classification_twin_map.tif,Vivienda totales,4,35,0.06553308,2.2936578,0.06394307,0.07321807,Base,2.8876891136169434,Zona núcleo
1,lst_classification_intervention_map.tif,Vivienda totales,2,281,0.03705622,10.412798,0.0,0.06671547,Intervención,13.109593391418457,Zona de transición
1,lst_classification_intervention_map.tif,Vivienda totales,3,1431,0.04822924,69.016045,0.0,0.11134669,Intervención,86.89041137695312,Zona de impacto
1,lst_classification_twin_map.tif,Vivienda particulares habitadas,2,104,0.022721935,2.3630812,0.0003498787,0.061372846,Base,2.974714756011963,Zona de transición
1,lst_classification_twin_map.tif,Vivienda particulares habitadas,3,1573,0.047540937,74.78189,0.0,0.111360826,Base,94.1375961303711,Zona de impacto
1,lst_classification_twin_map.tif,Vivienda particulares habitadas,4,35,0.065541394,2.293949,0.06395119,0.07322736,Base,2.8876888751983643,Zona núcleo
1,lst_classification_intervention_map.tif,Vivienda particulares habitadas,2,281,0.037060924,10.41412,0.0,0.066723935,Intervención,13.109594345092773,Zona de transición
1,lst_classification_intervention_map.tif,Vivienda particulares habitadas,3,1431,0.048235357,69.024796,0.0,0.111360826,Intervención,86.89039611816406,Zona de impacto
1,lst_classification_twin_map.tif,Vivienda particulares habitadas sin electricidad,2,104,0.0,0.0,0.0,0.0,Base,,Zona de transición
1,lst_classification_twin_map.tif,Vivienda particulares habitadas sin electricidad,3,1573,0.0,0.0,0.0,0.0,Base,,Zona de impacto
1,lst_classification_twin_map.tif,Vivienda particulares habitadas sin electricidad,4,35,0.0,0.0,0.0,0.0,Base,,Zona núcleo
1,lst_classification_intervention_map.tif,Vivienda particulares habitadas sin electricidad,2,281,0.0,0.0,0.0,0.0,Intervención,,Zona de transición
1,lst_classification_intervention_map.tif,Vivienda particulares habitadas sin electricidad,3,1431,0.0,0.0,0.0,0.0,Intervención,,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas con hacinamiento,2,104,0.0064272434,0.6684333,9.896852e-05,0.017360242,Base,4.185242176055908,Zona de transición
1,lst_classification_twin_map.tif,Viviendas con hacinamiento,3,1573,0.009728394,15.302765,0.0,0.02841561,Base,95.81475830078125,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas con hacinamiento,4,35,0.0,0.0,0.0,0.0,Base,0.0,Zona núcleo
1,lst_classification_intervention_map.tif,Viviendas con hacinamiento,2,281,0.010483246,2.9457922,0.0,0.01887388,Intervención,18.44440460205078,Zona de transición
1,lst_classification_intervention_map.tif,Viviendas con hacinamiento,3,1431,0.00910231,13.025406,0.0,0.02841561,Intervención,81.55559539794922,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas con piso de tierra,2,104,0.00250154,0.26016015,3.8519418e-05,0.0067567592,Base,5.1179046630859375,Zona de transición
1,lst_classification_twin_map.tif,Viviendas con piso de tierra,3,1573,0.0030662257,4.823173,0.0,0.011059605,Base,94.8821029663086,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas con piso de tierra,4,35,0.0,0.0,0.0,0.0,Base,0.0,Zona núcleo
1,lst_classification_intervention_map.tif,Viviendas con piso de tierra,2,281,0.004080171,1.1465281,0.0,0.0073458795,Intervención,22.55465316772461,Zona de transición
1,lst_classification_intervention_map.tif,Viviendas con piso de tierra,3,1431,0.0027510866,3.9368048,0.0,0.011059605,Intervención,77.44534301757812,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas particulares habitadas con todos los servicios,2,104,0.022702323,2.3610415,0.00034957673,0.061319873,Base,2.974714756011963,Zona de transición
1,lst_classification_twin_map.tif,Viviendas particulares habitadas con todos los servicios,3,1573,0.047499903,74.71735,0.0,0.111264706,Base,94.13760375976562,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas particulares habitadas con todos los servicios,4,35,0.065484814,2.2919686,0.06389599,0.07316416,Base,2.887688636779785,Zona núcleo
1,lst_classification_intervention_map.tif,Viviendas particulares habitadas con todos los servicios,2,281,0.037028935,10.40513,0.0,0.06666634,Intervención,13.109593391418457,Zona de transición
1,lst_classification_intervention_map.tif,Viviendas particulares habitadas con todos los servicios,3,1431,0.048193727,68.965225,0.0,0.111264706,Intervención,86.89041137695312,Zona de impacto
1,lst_classification_twin_map.tif,Población con educación básica incompleta,2,104,0.011876795,1.2351867,0.00018288223,0.032079697,Base,3.347682237625122,Zona de transición
1,lst_classification_twin_map.tif,Población con educación básica incompleta,3,1573,0.022021724,34.64017,0.0,0.05250872,Base,93.8840103149414,Zona de impacto
1,lst_classification_twin_map.tif,Población con educación básica incompleta,4,35,0.029183252,1.0214138,0.028475193,0.032605544,Base,2.768301010131836,Zona núcleo
1,lst_classification_intervention_map.tif,Población con educación básica incompleta,2,281,0.019371813,5.4434795,0.0,0.03487672,Intervención,14.753268241882324,Zona de transición
1,lst_classification_intervention_map.tif,Población con educación básica incompleta,3,1431,0.021979937,31.45329,0.0,0.05250872,Intervención,85.2467269897461,Zona de impacto
1,lst_classification_twin_map.tif,Hogares con jefas de familia,2,104,0.007412846,0.770936,0.000114145114,0.020022394,Base,2.876199722290039,Zona de transición
1,lst_classification_twin_map.tif,Hogares con jefas de familia,3,1573,0.016063593,25.268032,0.0,0.04010895,Base,94.26970672607422,Zona de impacto
1,lst_classification_twin_map.tif,Hogares con jefas de familia,4,35,0.021857511,0.7650129,0.021327194,0.024420721,Base,2.8541018962860107,Zona núcleo
1,lst_classification_intervention_map.tif,Hogares con jefas de familia,2,281,0.012090828,3.3975227,0.0,0.021768145,Intervención,12.675439834594727,Zona de transición
1,lst_classification_intervention_map.tif,Hogares con jefas de familia,3,1431,0.016356716,23.40646,0.0,0.04010895,Intervención,87.3245620727539,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas particulares habitadas sin todos los servicios,2,104,0.0,0.0,0.0,0.0,Base,,Zona de transición
1,lst_classification_twin_map.tif,Viviendas particulares habitadas sin todos los servicios,3,1573,0.0,0.0,0.0,0.0,Base,,Zona de impacto
1,lst_classification_twin_map.tif,Viviendas particulares habitadas sin todos los servicios,4,35,0.0,0.0,0.0,0.0,Base,,Zona núcleo
1,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin todos los servicios,2,281,0.0,0.0,0.0,0.0,Intervención,,Zona de transición
1,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin todos los servicios,3,1431,0.0,0.0,0.0,0.0,Intervención,,Zona de impacto
2,lst_classification_twin_map.tif,Población total,1,36,0.4010892,14.439211,0.40071678,0.4012754,Base,2.0298030376434326,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Población total,2,666,0.36476147,242.93114,0.0,2.470039,Base,34.15022659301758,Zona de transición
2,lst_classification_twin_map.tif,Población total,3,1337,0.33955863,453.9899,0.0,2.470039,Base,63.81997299194336,Zona de impacto
2,lst_classification_intervention_map.tif,Población total,1,36,0.4010892,14.439211,0.40071678,0.4012754,Intervención,2.0298030376434326,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Población total,2,800,0.2594788,207.58305,0.0,1.8027343,Intervención,29.181142807006836,Zona de transición
2,lst_classification_intervention_map.tif,Población total,3,1203,0.40676475,489.33798,0.0,2.470039,Intervención,68.78905487060547,Zona de impacto
2,lst_classification_twin_map.tif,Población infantil,1,36,0.11295492,4.066377,0.11285005,0.11300737,Base,1.9814693927764893,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Población infantil,2,666,0.10359592,68.99488,0.0,0.72630227,Base,33.61991500854492,Zona de transición
2,lst_classification_twin_map.tif,Población infantil,3,1337,0.09884744,132.15903,0.0,0.72630227,Base,64.39862060546875,Zona de impacto
2,lst_classification_intervention_map.tif,Población infantil,1,36,0.11295492,4.066377,0.11285005,0.11300737,Intervención,1.9814693927764893,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Población infantil,2,800,0.07267408,58.139267,0.0,0.5300848,Intervención,28.330177307128906,Zona de transición
2,lst_classification_intervention_map.tif,Población infantil,3,1203,0.11888166,143.01463,0.0,0.72630227,Intervención,69.6883544921875,Zona de impacto
2,lst_classification_twin_map.tif,Población adolescente,1,36,0.2655352,9.559267,0.26528868,0.2656585,Base,1.9995391368865967,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Población adolescente,2,666,0.24690728,164.44025,0.0,1.6892327,Base,34.39643478393555,Zona de transición
2,lst_classification_twin_map.tif,Población adolescente,3,1337,0.22743008,304.074,0.0,1.6892327,Base,63.604026794433594,Zona de impacto
2,lst_classification_intervention_map.tif,Población adolescente,1,36,0.2655352,9.559267,0.26528868,0.2656585,Intervención,1.9995388984680176,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Población adolescente,2,800,0.17324005,138.59204,0.0,1.2328703,Intervención,28.98969078063965,Zona de transición
2,lst_classification_intervention_map.tif,Población adolescente,3,1203,0.27424958,329.92224,0.0,1.6892327,Intervención,69.01077270507812,Zona de impacto
2,lst_classification_twin_map.tif,Población de 3ra edad,1,36,0.022602707,0.81369746,0.022581723,0.022613203,Base,3.0063881874084473,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Población de 3ra edad,2,666,0.0137613,9.165026,0.0,0.054500945,Base,33.862247467041016,Zona de transición
2,lst_classification_twin_map.tif,Población de 3ra edad,3,1337,0.012780024,17.086891,0.0,0.054500945,Base,63.13136291503906,Zona de impacto
2,lst_classification_intervention_map.tif,Población de 3ra edad,1,36,0.022602707,0.81369746,0.022581723,0.022613203,Intervención,3.0063881874084473,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Población de 3ra edad,2,800,0.013567028,10.853622,0.0,0.039776992,Intervención,40.10115051269531,Zona de transición
2,lst_classification_intervention_map.tif,Población de 3ra edad,3,1203,0.012799912,15.398294,0.0,0.054500945,Intervención,56.892459869384766,Zona de impacto
2,lst_classification_twin_map.tif,Población femenina,1,36,0.13180324,4.744917,0.13168086,0.13186443,Base,1.9314095973968506,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Población femenina,2,666,0.12687854,84.501114,0.0,0.92619354,Base,34.396018981933594,Zona de transición
2,lst_classification_twin_map.tif,Población femenina,3,1337,0.11699714,156.42517,0.0,0.92619354,Base,63.67257308959961,Zona de impacto
2,lst_classification_intervention_map.tif,Población femenina,1,36,0.13180324,4.744917,0.13168086,0.13186443,Intervención,1.9314097166061401,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Población femenina,2,800,0.086258344,69.006676,0.0,0.67597353,Intervención,28.089040756225586,Zona de transición
2,lst_classification_intervention_map.tif,Población femenina,3,1203,0.14290905,171.91959,0.0,0.92619354,Intervención,69.97955322265625,Zona de impacto
2,lst_classification_twin_map.tif,Hogares con jefes de familia de 60 años y más,1,36,0.02166287,0.77986336,0.021642758,0.021672929,Base,2.592611312866211,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Hogares con jefes de familia de 60 años y más,2,666,0.015406223,10.260545,0.0,0.07267443,Base,34.110595703125,Zona de transición
2,lst_classification_twin_map.tif,Hogares con jefes de familia de 60 años y más,3,1337,0.014240702,19.039818,0.0,0.07267443,Base,63.29678726196289,Zona de impacto
2,lst_classification_intervention_map.tif,Hogares con jefes de familia de 60 años y más,1,36,0.02166287,0.77986336,0.021642758,0.021672929,Intervención,2.59261155128479,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Hogares con jefes de familia de 60 años y más,2,800,0.013094456,10.475565,0.0,0.053040743,Intervención,34.82542037963867,Zona de transición
2,lst_classification_intervention_map.tif,Hogares con jefes de familia de 60 años y más,3,1203,0.01564821,18.824797,0.0,0.07267443,Intervención,62.58197021484375,Zona de impacto
2,lst_classification_twin_map.tif,Total de hogares,1,36,0.089476965,3.2211707,0.08939388,0.0895185,Base,1.9634835720062256,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Total de hogares,2,666,0.08436425,56.186592,0.0,0.6177319,Base,34.24886703491211,Zona de transición
2,lst_classification_twin_map.tif,Total de hogares,3,1337,0.07826933,104.646095,0.0,0.6177319,Base,63.78764343261719,Zona de impacto
2,lst_classification_intervention_map.tif,Total de hogares,1,36,0.089476965,3.2211707,0.08939388,0.0895185,Intervención,1.9634835720062256,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Total de hogares,2,800,0.058666512,46.93321,0.0,0.45084572,Intervención,28.608413696289062,Zona de transición
2,lst_classification_intervention_map.tif,Total de hogares,3,1203,0.09467954,113.89949,0.0,0.6177319,Intervención,69.4281005859375,Zona de impacto
2,lst_classification_twin_map.tif,Población con discapacidad,1,36,0.0140766995,0.5067612,0.01406363,0.0140832355,Base,2.5361969470977783,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Población con discapacidad,2,666,0.009859961,6.5667343,0.0,0.061499536,Base,32.86465835571289,Zona de transición
2,lst_classification_twin_map.tif,Población con discapacidad,3,1337,0.009654188,12.907649,0.0,0.061499536,Base,64.59915161132812,Zona de impacto
2,lst_classification_intervention_map.tif,Población con discapacidad,1,36,0.0140766995,0.5067612,0.01406363,0.0140832355,Intervención,2.5361969470977783,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Población con discapacidad,2,800,0.008297346,6.6378765,0.0,0.022121463,Intervención,33.220703125,Zona de transición
2,lst_classification_intervention_map.tif,Población con discapacidad,3,1203,0.010670412,12.836506,0.0,0.061499536,Intervención,64.24309539794922,Zona de impacto
2,lst_classification_twin_map.tif,Viviendas particulares habitadas sin agua entubada,1,36,0.0,0.0,0.0,0.0,Base,,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Viviendas particulares habitadas sin agua entubada,2,666,0.0,0.0,0.0,0.0,Base,,Zona de transición
2,lst_classification_twin_map.tif,Viviendas particulares habitadas sin agua entubada,3,1337,0.0,0.0,0.0,0.0,Base,,Zona de impacto
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin agua entubada,1,36,0.0,0.0,0.0,0.0,Intervención,,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin agua entubada,2,800,0.0,0.0,0.0,0.0,Intervención,,Zona de transición
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin agua entubada,3,1203,0.0,0.0,0.0,0.0,Intervención,,Zona de impacto
2,lst_classification_twin_map.tif,Vivienda totales,1,36,0.08947602,3.2211366,0.089392945,0.08951756,Base,1.963483214378357,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Vivienda totales,2,666,0.08436338,56.18601,0.0,0.61772543,Base,34.248870849609375,Zona de transición
2,lst_classification_twin_map.tif,Vivienda totales,3,1337,0.07826851,104.645004,0.0,0.61772543,Base,63.78764343261719,Zona de impacto
2,lst_classification_intervention_map.tif,Vivienda totales,1,36,0.08947602,3.2211366,0.089392945,0.08951756,Intervención,1.963483214378357,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Vivienda totales,2,800,0.0586659,46.93272,0.0,0.450841,Intervención,28.608413696289062,Zona de transición
2,lst_classification_intervention_map.tif,Vivienda totales,3,1203,0.09467855,113.8983,0.0,0.61772543,Intervención,69.4281005859375,Zona de impacto
2,lst_classification_twin_map.tif,Vivienda particulares habitadas,1,36,0.08948739,3.221546,0.08940429,0.089528926,Base,1.9947253465652466,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Vivienda particulares habitadas,2,666,0.08285997,55.184742,0.0,0.59963316,Base,34.16943359375,Zona de transición
2,lst_classification_twin_map.tif,Vivienda particulares habitadas,3,1337,0.07711066,103.096954,0.0,0.59963316,Base,63.835845947265625,Zona de impacto
2,lst_classification_intervention_map.tif,Vivienda particulares habitadas,1,36,0.08948739,3.221546,0.08940429,0.089528926,Intervención,1.9947251081466675,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Vivienda particulares habitadas,2,800,0.05827608,46.620865,0.0,0.43763652,Intervención,28.8668270111084,Zona de transición
2,lst_classification_intervention_map.tif,Vivienda particulares habitadas,3,1203,0.09281865,111.660835,0.0,0.59963316,Intervención,69.13844299316406,Zona de impacto
2,lst_classification_twin_map.tif,Vivienda particulares habitadas sin electricidad,1,36,0.0,0.0,0.0,0.0,Base,,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Vivienda particulares habitadas sin electricidad,2,666,0.0,0.0,0.0,0.0,Base,,Zona de transición
2,lst_classification_twin_map.tif,Vivienda particulares habitadas sin electricidad,3,1337,0.0,0.0,0.0,0.0,Base,,Zona de impacto
2,lst_classification_intervention_map.tif,Vivienda particulares habitadas sin electricidad,1,36,0.0,0.0,0.0,0.0,Intervención,,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Vivienda particulares habitadas sin electricidad,2,800,0.0,0.0,0.0,0.0,Intervención,,Zona de transición
2,lst_classification_intervention_map.tif,Vivienda particulares habitadas sin electricidad,3,1203,0.0,0.0,0.0,0.0,Intervención,,Zona de impacto
2,lst_classification_twin_map.tif,Viviendas con hacinamiento,1,36,0.024513515,0.8824865,0.024490751,0.024524894,Base,1.456247329711914,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Viviendas con hacinamiento,2,666,0.03137254,20.894112,0.0,0.32736948,Base,34.47870635986328,Zona de transición
2,lst_classification_twin_map.tif,Viviendas con hacinamiento,3,1337,0.029037733,38.82345,0.0,0.32736948,Base,64.06504821777344,Zona de impacto
2,lst_classification_intervention_map.tif,Viviendas con hacinamiento,1,36,0.024513515,0.8824865,0.024490751,0.024524894,Intervención,1.4562474489212036,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Viviendas con hacinamiento,2,800,0.017180227,13.744182,0.0,0.2389275,Intervención,22.680152893066406,Zona de transición
2,lst_classification_intervention_map.tif,Viviendas con hacinamiento,3,1203,0.038215604,45.973373,0.0,0.32736948,Intervención,75.86360168457031,Zona de impacto
2,lst_classification_twin_map.tif,Viviendas con piso de tierra,1,36,0.0,0.0,0.0,0.0,Base,,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Viviendas con piso de tierra,2,666,0.0,0.0,0.0,0.0,Base,,Zona de transición
2,lst_classification_twin_map.tif,Viviendas con piso de tierra,3,1337,0.0,0.0,0.0,0.0,Base,,Zona de impacto
2,lst_classification_intervention_map.tif,Viviendas con piso de tierra,1,36,0.0,0.0,0.0,0.0,Intervención,,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Viviendas con piso de tierra,2,800,0.0,0.0,0.0,0.0,Intervención,,Zona de transición
2,lst_classification_intervention_map.tif,Viviendas con piso de tierra,3,1203,0.0,0.0,0.0,0.0,Intervención,,Zona de impacto
2,lst_classification_twin_map.tif,Viviendas particulares habitadas con todos los servicios,1,36,0.08846898,3.184883,0.08838684,0.08851005,Base,1.9668655395507812,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Viviendas particulares habitadas con todos los servicios,2,666,0.083309636,55.48422,0.0,0.6172706,Base,34.264991760253906,Zona de transición
2,lst_classification_twin_map.tif,Viviendas particulares habitadas con todos los servicios,3,1337,0.07723091,103.25773,0.0,0.6172706,Base,63.76813507080078,Zona de impacto
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas con todos los servicios,1,36,0.08846898,3.184883,0.08838684,0.08851005,Intervención,1.9668657779693604,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas con todos los servicios,2,800,0.05806794,46.454353,0.0,0.45050904,Intervención,28.688488006591797,Zona de transición
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas con todos los servicios,3,1203,0.093339644,112.28759,0.0,0.6172706,Intervención,69.34465026855469,Zona de impacto
2,lst_classification_twin_map.tif,Población con educación básica incompleta,1,36,0.04624181,1.6647052,0.04619888,0.04626328,Base,2.0364484786987305,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Población con educación básica incompleta,2,666,0.04177269,27.820612,0.0,0.3276761,Base,34.03319549560547,Zona de transición
2,lst_classification_twin_map.tif,Población con educación básica incompleta,3,1337,0.03908766,52.2602,0.0,0.3276761,Base,63.930355072021484,Zona de impacto
2,lst_classification_intervention_map.tif,Población con educación básica incompleta,1,36,0.04624181,1.6647052,0.04619888,0.04626328,Intervención,2.0364484786987305,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Población con educación básica incompleta,2,800,0.029990273,23.992218,0.0,0.23915128,Intervención,29.349889755249023,Zona de transición
2,lst_classification_intervention_map.tif,Población con educación básica incompleta,3,1203,0.046623934,56.088593,0.0,0.3276761,Intervención,68.61366271972656,Zona de impacto
2,lst_classification_twin_map.tif,Hogares con jefas de familia,1,36,0.028272603,1.0178137,0.02824635,0.028285727,Base,1.8961766958236694,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Hogares con jefas de familia,2,666,0.027274467,18.164795,0.0,0.2545107,Base,33.84082794189453,Zona de transición
2,lst_classification_twin_map.tif,Hogares con jefas de familia,3,1337,0.025799958,34.494545,0.0,0.2545107,Base,64.26299285888672,Zona de impacto
2,lst_classification_intervention_map.tif,Hogares con jefas de familia,1,36,0.028272603,1.0178137,0.02824635,0.028285727,Intervención,1.8961766958236694,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Hogares con jefas de familia,2,800,0.017804984,14.243987,0.0,0.18575221,Intervención,26.536405563354492,Zona de transición
2,lst_classification_intervention_map.tif,Hogares con jefas de familia,3,1203,0.03193296,38.41535,0.0,0.2545107,Intervención,71.56741333007812,Zona de impacto
2,lst_classification_twin_map.tif,Viviendas particulares habitadas sin todos los servicios,1,36,0.0009841007,0.035427626,0.0009831871,0.0009845578,Base,1.690266489982605,Fondo Térmico Urbano
2,lst_classification_twin_map.tif,Viviendas particulares habitadas sin todos los servicios,2,666,0.0010368588,0.69054794,0.0,0.01289828,Base,32.94632339477539,Zona de transición
2,lst_classification_twin_map.tif,Viviendas particulares habitadas sin todos los servicios,3,1337,0.0010246845,1.3700032,0.0,0.01289828,Base,65.36341094970703,Zona de impacto
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin todos los servicios,1,36,0.0009841007,0.035427626,0.0009831871,0.0009845578,Intervención,1.6902662515640259,Fondo Térmico Urbano
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin todos los servicios,2,800,0.00058006664,0.46405333,0.0,0.0015465094,Intervención,22.14017105102539,Zona de transición
2,lst_classification_intervention_map.tif,Viviendas particulares habitadas sin todos los servicios,3,1203,0.0013270973,1.596498,0.0,0.01289828,Intervención,76.16956329345703,Zona de impacto
3,lst_classification_twin_map.tif,Población total,1,4269,0.09135642,390.00055,0.0,0.48138568,Base,20.487768173217773,Fondo Térmico Urbano
3,lst_classification_twin_map.tif,Población total,2,2745,0.29992995,823.30774,0.0,1.0332173,Base,43.250545501708984,Zona de transición
3,lst_classification_twin_map.tif,Población total,3,2576,0.26753008,689.1575,0.0,1.0468637,Base,36.203277587890625,Zona de impacto
3,lst_classification_twin_map.tif,Población total,4,108,0.010294914,1.1118507,0.0,0.27796268,Base,0.058408476412296295,Zona núcleo
3,lst_classification_intervention_map.tif,Población total,1,4413,0.10144982,447.69806,0.0,0.49713895,Intervención,23.518770217895508,Fondo Térmico Urbano
3,lst_classification_intervention_map.tif,Población total,2,3107,0.33125255,1029.2017,0.0,1.0468637,Intervención,54.06669998168945,Zona de transición
3,lst_classification_intervention_map.tif,Población total,3,2142,0.19867699,425.5661,0.0,1.0468637,Intervención,22.35611915588379,Zona de impacto
3,lst_classification_intervention_map.tif,Población total,4,36,0.030884743,1.1118507,0.0,0.27796268,Intervención,0.058408476412296295,Zona núcleo
3,lst_classification_twin_map.tif,Población infantil,1,4269,0.02779785,118.66902,0.0,0.13795607,Base,22.662446975708008,Fondo Térmico Urbano
3,lst_classification_twin_map.tif,Población infantil,2,2745,0.080987744,222.31136,0.0,0.27409732,Base,42.45521926879883,Zona de transición
3,lst_classification_twin_map.tif,Población infantil,3,2576,0.07078346,182.3382,0.0,0.27771747,Base,34.82147216796875,Zona de impacto
3,lst_classification_twin_map.tif,Población infantil,4,108,0.0029503286,0.3186355,0.0,0.07965887,Base,0.06085042282938957,Zona núcleo
3,lst_classification_intervention_map.tif,Población infantil,1,4413,0.03040958,134.19748,0.0,0.13795607,Intervención,25.62795066833496,Fondo Térmico Urbano
3,lst_classification_intervention_map.tif,Población infantil,2,3107,0.08795812,273.2859,0.0,0.27771747,Intervención,52.1899299621582,Zona de transición
3,lst_classification_intervention_map.tif,Población infantil,3,2142,0.054078054,115.83519,0.0,0.27771747,Intervención,22.12126922607422,Zona de impacto
3,lst_classification_intervention_map.tif,Población infantil,4,36,0.008850986,0.3186355,0.0,0.07965887,Intervención,0.06085042655467987,Zona núcleo
3,lst_classification_twin_map.tif,Población adolescente,1,4269,0.059010662,251.91652,0.0,0.31709188,Base,19.867687225341797,Fondo Térmico Urbano
3,lst_classification_twin_map.tif,Población adolescente,2,2745,0.20015293,549.4198,0.0,0.6888777,Base,43.330623626708984,Zona de transición
3,lst_classification_twin_map.tif,Población adolescente,3,2576,0.1808627,465.9023,0.0,0.69797605,Base,36.74392318725586,Zona de impacto
3,lst_classification_twin_map.tif,Población adolescente,4,108,0.006781327,0.7323833,0.0,0.18309583,Base,0.05776025354862213,Zona núcleo
3,lst_classification_intervention_map.tif,Población adolescente,1,4413,0.06584471,290.5727,0.0,0.33633217,Intervención,22.916353225708008,Fondo Térmico Urbano
3,lst_classification_intervention_map.tif,Población adolescente,2,3107,0.22242817,691.08435,0.0,0.69797605,Intervención,54.50316619873047,Zona de transición
3,lst_classification_intervention_map.tif,Población adolescente,3,2142,0.13332471,285.58154,0.0,0.69797605,Intervención,22.52271842956543,Zona de impacto
3,lst_classification_intervention_map.tif,Población adolescente,4,36,0.020343982,0.7323833,0.0,0.18309583,Intervención,0.05776026099920273,Zona núcleo
3,lst_classification_twin_map.tif,Población de 3ra edad,1,4269,0.0042497935,18.142368,0.0,0.026341157,Base,16.49532699584961,Fondo Térmico Urbano
3,lst_classification_twin_map.tif,Población de 3ra edad,2,2745,0.018679744,51.275894,0.0,0.07025973,Base,46.620853424072266,Zona de transición
3,lst_classification_twin_map.tif,Población de 3ra edad,3,2576,0.015724301,40.505802,0.0,0.07118768,Base,36.828514099121094,Zona de impacto
3,lst_classification_twin_map.tif,Población de 3ra edad,4,108,0.000563332,0.060839858,0.0,0.0152099645,Base,0.05531655624508858,Zona núcleo
3,lst_classification_intervention_map.tif,Población de 3ra edad,1,4413,0.004913028,21.681192,0.0,0.031689025,Intervención,19.712881088256836,Fondo Térmico Urbano
